board_name,url,Overall Rating,Riding Style,Riding Level,Fits Boot size (US),Manufactured in,Shape,Camber Profile,Stance,Approx. Weight,Powder,Turning Experience,Carving,Speed,Uneven Terrain,Switch,Jumps,Jibbing,Pipe,year,gender,id,similar_boards
SnoPlanks SnoBlunt,https://thegoodride.com/snowboard-reviews/snoplanks-snoblunt-2020-snowboard-review,None,All Mountain Freestyle,Beginner - Expert,8-10,USA by SnoPlanks,Asymmetrical Twin,Hybrid Camber,Centered,Feels Normal,Average,Good,Good,Good,Great,Excellent,Good,Good,Good,['2020'],mens,sV0DgErsicZ3AWIPQz9JAHQ0Z4Y=,"{'sV0DgErsicZ3AWIPQz9JAHQ0Z4Y=': 0.0, '/HAU8qfWgDTUxpsDw0tHbL4eoW4=': 0.2222222222222222, 'QqkUxsaxwIlvqdyGKozMXQ5TfxI=': 0.3157894736842105, 'duWymjWFH+U9cL8/tbcBeEGvHUs=': 0.3157894736842105, 'O1bnxVvdhZCYgPtQQbIFFBnS22E=': 0.4, 'QDg+4D6NLKH7YVEqwyCMg6e3+NU=': 0.4, 'ABln8DhZ3EE+Guu8ogb64OZKaCE=': 0.4, 'Obt6mh96U+x3H997peg17RIc/5s=': 0.4, '7nECpTy2z7sAURt3Qm6rhe/N3cE=': 0.47619047619047616, 'j6nQ4drYkt15h81E7uaONuZphu0=': 0.47619047619047616}"
Soul Flashback,https://thegoodride.com/snowboard-reviews/soul-flashback-2019-snowboard-review,None,Alternative Freeride,Advanced - Expert,8-10,None,Tapered Directional,Traditional Camber,Setback over 20mm,Feels Light,Good,Excellent,Excellent,Good,Average,Average,Good,Poor,Good,['2019'],mens,FCAIQno4y+tqmy9MDbjG5o/h2Rc=,"{'FCAIQno4y+tqmy9MDbjG5o/h2Rc=': 0.0, '4iHzebdKPKizxI6Spd943Ri4uAY=': 0.4, 'O7ly/FCB5ehFGbNefwPJ0i9koEo=': 0.47619047619047616, 'mzRpK7NNgBYZMx6EhSpe2bN8VsI=': 0.47619047619047616, 'bABjtniYHBsQKyxf6jr3E1ksVRA=': 0.47619047619047616, 'm7O2+xs1TOG/18d07Zbk+t2NgOc=': 0.47619047619047616, 'tRaUls/Fk/biKjI0MKFVqIyThro=': 0.47619047619047616, '5ssiY7/Ppau30Xpsasv9AXrsc+c=': 0.47619047619047616, 'jwgNKKwU0qTGLPNuW3c+Z4h6PwU=': 0.47619047619047616, 'ozTApV05+1uPCYNU16Rf7q59ahQ=': 0.5454545454545454}"
Soul Frequent Flyer,https://thegoodride.com/snowboard-reviews/soul-frequent-flyer-snowboard-review,None,Freeride,Advanced - Expert,8-10,China,Tapered Directional,Directional Camber,Setback over 20mm,Feels Light,Great,Great,Great,Good,Average,Average,Good,Average,Good,[],mens,9siwm5Eum7nkeiN0QzeGB0+KZSk=,"{'9siwm5Eum7nkeiN0QzeGB0+KZSk=': 0.0, 'AFSa7MwyfgdlgldRqv7S9FUBRGc=': 0.3157894736842105, 'bABjtniYHBsQKyxf6jr3E1ksVRA=': 0.3157894736842105, 'iWz54HyGbq1wwU4XMXBR8lQ8ic0=': 0.3157894736842105, 'dkMJQNsVtIDS+UAF+tOqCXTITRc=': 0.4, 'XrPMr7wBaWzwMQVC2YlqVTwcEjA=': 0.4, '3RQHnfxz+wL4oAcFr5UUaz8JiGA=': 0.4, 'xrRbV3VRAOSdOAEYUTkghaXR6o4=': 0.4, 'mPuSEoCmVTWHp2tWb2uIB/epda0=': 0.4, 'e0ZZckm0F+Sr0QcOPh2yZ4ttDoQ=': 0.4}"
Soul Pitch Wing,https://thegoodride.com/snowboard-reviews/soul-pitch-wing-snowboard-review,Liked it!,Alternative Freeride,Advanced - Expert,"8-10, 10-12",Canada,Tapered Directional,Traditional Camber,Setback over 20mm,Feels Normal,Great,Great,Great,Great,Good,Poor,Good,Poor,Great,[],mens,IOzBDCymMwJAOSpmv2oUWdsxt94=,"{'IOzBDCymMwJAOSpmv2oUWdsxt94=': 0.0, '1cw8d4J2ha3lsnicRCpuvk8SnBI=': 0.3157894736842105, 'EXNn8EDeuRe9KXqbgCjTzjLAZoM=': 0.3157894736842105, '9MoLgl9D2R3OyuVcNLTWsNnCOPA=': 0.3157894736842105, '/Z74Kx5g7VPtGM9Wr1O1V9dfzR4=': 0.3157894736842105, 'Jv3AJ75zIYf34OW0JoF6ChNNnyk=': 0.3157894736842105, 'Dp0Uce6LGuBgeGLEMZdgXhJyoDU=': 0.3157894736842105, 'xL11aupvmEPi3nEOlyyjoNyBmCo=': 0.3157894736842105, 'dkMJQNsVtIDS+UAF+tOqCXTITRc=': 0.4, 'TAyW3zstxuxEQwSwqUH7ne4JLGI=': 0.4}"
Soul Pocket Rocket,https://thegoodride.com/snowboard-reviews/soul-pocket-rocket-2020-snowboard-review,None,Powder,Advanced - Expert,8-10,China,Tapered Directional,Traditional Camber,Setback over 20mm,Feels Normal,Great,Poor,Poor,Average,Average,Poor,Average,Poor,Poor,['2020'],mens,0ovPKfaszfD7maAZRxfmbgGK+e0=,"{'0ovPKfaszfD7maAZRxfmbgGK+e0=': 0.0, 'r8C3AMRLXs50com1K/xPo38yG0o=': 0.4, '+VDi/g/1nh4oNkdgJg+w3rGhNdE=': 0.5454545454545454, 'F+hIbLh4Ex8Zn7eL+kRtCwSKJCM=': 0.5454545454545454, 'YksInANi4kZ2bslu5jvmQTyi/Ps=': 0.5454545454545454, 'vIKFGhMU8FQBd1GtA0GfmnxLLfw=': 0.5454545454545454, 'lBlZJUv2aelcHUG/cz6mf3V5iJg=': 0.5454545454545454, 'm7O2+xs1TOG/18d07Zbk+t2NgOc=': 0.5454545454545454, 'IDPZI1u2xmNMLAbMc/0mVK3D6pQ=': 0.5454545454545454, 'BiFVtD2dJY4XJplIJ1McZjzHaG0=': 0.5454545454545454}"
Soul Samurai,https://thegoodride.com/snowboard-reviews/soul-samurai-2019-2020-snowboard-review,None,All Mountain Freestyle,Intermediate - Expert,"8-10, 10-12, > 12",China,True Twin,Hybrid Rocker,Centered,Feels Normal,Average,Good,Good,Good,Good,Great,Good,Average,Good,"['2019', '2020']",mens,vfj/SZMcuHCNbMbfe5CZWJg1k7Y=,"{'vfj/SZMcuHCNbMbfe5CZWJg1k7Y=': 0.0, 'uKgS1qXoszUjMHT6ojWg/yc7Zr4=': 0.2222222222222222, '5fJ8dsqEZsXLLIEMfyjSngx1xNk=': 0.3157894736842105, 'AWuJFfgHBOkpQG+qmc+VBpGudFc=': 0.3157894736842105, 'bX3PUMPLwtFD3YaL8Wrqqo7trS8=': 0.3157894736842105, 'pcQjfBFdQmn6Aqep1PKrAJ8tpZY=': 0.4, 'C/Epov/2U7hWKhhrdla5nq9sga8=': 0.4, 'XnRiixQ6aEAW6yWBy/ZzC/7hjQI=': 0.4, 'bgb8TBDsoehEjeDIsIo1WEjBvCg=': 0.4, 'J9CuJG+369Otp4uXiqR3gIrQVbc=': 0.4}"
Soul Scrambler,https://thegoodride.com/snowboard-reviews/soul-scrambler-2019-snowboard-review,None,Alternative Freeride,Advanced - Expert,"< 8, 8-10",None,Tapered Directional,Directional Camber,Setback over 20mm,Feels Light,Great,Excellent,Great,Good,Average,Poor,Good,Poor,Good,['2019'],mens,4iHzebdKPKizxI6Spd943Ri4uAY=,"{'4iHzebdKPKizxI6Spd943Ri4uAY=': 0.0, 'MlROghUy+a+MXuPrmqNqOnDw3c4=': 0.3157894736842105, 'bABjtniYHBsQKyxf6jr3E1ksVRA=': 0.3157894736842105, 'O7ly/FCB5ehFGbNefwPJ0i9koEo=': 0.4, 'dkMJQNsVtIDS+UAF+tOqCXTITRc=': 0.4, '3RQHnfxz+wL4oAcFr5UUaz8JiGA=': 0.4, 'xrRbV3VRAOSdOAEYUTkghaXR6o4=': 0.4, 'UQzAK+do7r9Djw0m86HHacw3uac=': 0.4, '+VDi/g/1nh4oNkdgJg+w3rGhNdE=': 0.4, 'e0ZZckm0F+Sr0QcOPh2yZ4ttDoQ=': 0.4}"
Soul Snow Wave,https://thegoodride.com/snowboard-reviews/soul-snow-wave-snowboard-review,None,Powder,Advanced - Expert,"8-10, 10-12",China,Tapered Directional,Continuous Rocker,Setback over 20mm,Feels Normal,Excellent,Average,Poor,Average,Poor,Poor,Average,Poor,Poor,[],mens,r8C3AMRLXs50com1K/xPo38yG0o=,"{'r8C3AMRLXs50com1K/xPo38yG0o=': 0.0, '0ovPKfaszfD7maAZRxfmbgGK+e0=': 0.4, '8tDZtdZdj8Gw4tykAjnfAGqKong=': 0.45, 'vIKFGhMU8FQBd1GtA0GfmnxLLfw=': 0.47619047619047616, 'Tk8N6im9OPdzDpSgyZcJXfKiJjE=': 0.5454545454545454, '6hjMIVMXo/t6CjHHklCHwc3SHzs=': 0.5454545454545454, 'g3s4TfE/USGgRtY7md2CaxqWy1M=': 0.5454545454545454, 'IDPZI1u2xmNMLAbMc/0mVK3D6pQ=': 0.5454545454545454, 'BiFVtD2dJY4XJplIJ1McZjzHaG0=': 0.5454545454545454, 'ZKwJCoPPHHEj2V2WOhZ4O69W33s=': 0.5454545454545454}"
Stone Barrel,https://thegoodride.com/snowboard-reviews/stone-barrel-2020-snowboard-review,None,Alternative Freeride,Intermediate - Expert,8-10,Poland,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Good,Good,Good,Good,Good,Average,Good,Good,Good,['2020'],mens,C0R1Tv/LDO7IdLxvlIhxBQm8MwM=,"{'C0R1Tv/LDO7IdLxvlIhxBQm8MwM=': 0.0, 'QDPjtx/xki4KEyyi9L40ezEstQA=': 0.2222222222222222, 'LbAbOtHi4iqQjNPL/p+Y8z/2PE4=': 0.3157894736842105, 'ayDvfWlTkyBfR1L70euyK1cLhh4=': 0.3157894736842105, 'YwV3PMhQRx3mctHcIW1D6gEHol4=': 0.4, 'ger9wnbrEDRRDY8OUFyNHD2C9PM=': 0.4, 'S1afr5cqKs5l1/pun6LciSqapqM=': 0.4, 'ozTApV05+1uPCYNU16Rf7q59ahQ=': 0.47619047619047616, '7nECpTy2z7sAURt3Qm6rhe/N3cE=': 0.47619047619047616, 'dkMJQNsVtIDS+UAF+tOqCXTITRc=': 0.47619047619047616}"
Stone Dirty Fish,https://thegoodride.com/snowboard-reviews/stone-dirty-fish-2020-snowboard-review,None,Alternative Freeride,Intermediate - Expert,8-10,None,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Great,Good,Good,Good,Good,Poor,Average,Poor,Average,['2020'],mens,mcJ18zJ2J56Rf1fQyzeZet8Ae2o=,"{'mcJ18zJ2J56Rf1fQyzeZet8Ae2o=': 0.0, 'Chnpo/SjaQgXN3dG364o5cyFb8c=': 0.11764705882352941, 'pXa61r25UbhVOcagNeswbUS2FIs=': 0.2222222222222222, 'nuJbS4lIQLFvMA1deKznxU4PEcU=': 0.2222222222222222, '4IMRB49/t0dEG1HnW721qRUQ2pM=': 0.2222222222222222, 'f/6LKzq7/FSK3bJt3pUEUhoYCwI=': 0.2222222222222222, 'tfGmbKYKnB5QB6dvSPrkZPHTobY=': 0.3157894736842105, 'AVnaV5cM2AbohwJueiFXkclMgfQ=': 0.3157894736842105, '2p0/L9LL2VAY0JFUFwAbmmWvJf0=': 0.3157894736842105, 'vHIsruyLINNk+tvRERhBIZPbZg8=': 0.3157894736842105}"
Stone Message,https://thegoodride.com/snowboard-reviews/stone-message-2020-snowboard-review,None,All Mountain Freestyle,Advanced - Expert,8-10,Europe,True Twin,Traditional Camber,Centered,Feels Normal,Poor,Great,Great,Great,Good,Great,Excellent,Average,Great,['2020'],mens,8OIQOEo7A2jhdf3nIOf1iNtXRoY=,"{'8OIQOEo7A2jhdf3nIOf1iNtXRoY=': 0.0, '33sNjGKEAN/rqxr9uU1zBaNNkWA=': 0.2222222222222222, '+9Sg5G0+fCur6Q6OABo5/5XUaqI=': 0.2222222222222222, '3CW9TTqpy7zqLJ9BrXQClPA7PPU=': 0.4, 'd4sYJ4Ax+GPiNkDLNT9o8tsZAP8=': 0.4, 'Wp0XcBAntqDR6YAloQZGUmyPYxE=': 0.4, 'loVDio1ZwN6xBVNwA7G3cGVI0wk=': 0.4, 'CFQlF5LP2FlfEYmQMBq7Wz3WUP8=': 0.4, 'Td4mfJpK7uPjFx+395DLsT2rFDQ=': 0.4, '+cQrHQMjaWg6AOGFQMMXjCgSOaM=': 0.4}"
Stone Mini-Gun,https://thegoodride.com/snowboard-reviews/stone-mini-gun-2020-snowboard-review,None,Alternative Freeride,Intermediate - Expert,8-10,Europe,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Great,Good,Good,Great,Good,Poor,Average,Poor,Average,['2020'],mens,Chnpo/SjaQgXN3dG364o5cyFb8c=,"{'Chnpo/SjaQgXN3dG364o5cyFb8c=': 0.0, 'mcJ18zJ2J56Rf1fQyzeZet8Ae2o=': 0.11764705882352941, 'vHIsruyLINNk+tvRERhBIZPbZg8=': 0.2222222222222222, 'nuJbS4lIQLFvMA1deKznxU4PEcU=': 0.2222222222222222, 'F+hIbLh4Ex8Zn7eL+kRtCwSKJCM=': 0.3157894736842105, 'DYZYX1Tf7Q7mFkvjTIOSFY/u7E8=': 0.3157894736842105, 'pXa61r25UbhVOcagNeswbUS2FIs=': 0.3157894736842105, '4IMRB49/t0dEG1HnW721qRUQ2pM=': 0.3157894736842105, '4UUZ3pWg0NBn+m9mRQKQb0Lt96s=': 0.3157894736842105, 'f/6LKzq7/FSK3bJt3pUEUhoYCwI=': 0.3157894736842105}"
Stone Natural,https://thegoodride.com/snowboard-reviews/stone-natural-2020-snowboard-review,None,Freeride,Advanced - Expert,"8-10, 10-12",Poland,Tapered Directional,Traditional Camber,Setback -20mm,Feels Normal,Average,Great,Great,Great,Great,Good,Great,Poor,Great,['2020'],mens,AUcsgH6pKMN4aV1tk2LmRRZLdro=,"{'AUcsgH6pKMN4aV1tk2LmRRZLdro=': 0.0, 'IRhS/LYoZnYU8I+waYdA7x0hZM8=': 0.4, '49q5/R4aizM1/UbGwtxs9Rt8k58=': 0.4, 'X5VwiII0xXn75VZTMIF349GtiI8=': 0.47619047619047616, 'zyAA5JnKL/6dGGAjTuhfpM9gLtc=': 0.47619047619047616, 'Zi8UR3uC0CShtAq1bv5LOOSzc1k=': 0.47619047619047616, 'PFFybJIjYNLcvoyxDvlynU948Gw=': 0.47619047619047616, 'P1I7FfjTkpvSRt/TnAKgfWEupGc=': 0.47619047619047616, 'qdYAV6nBt4WkzU16Hhb5wYZ8ktA=': 0.47619047619047616, 'xslH2n1sbH9qZDZUIVf3DAGJ31o=': 0.47619047619047616}"
Stone Topo,https://thegoodride.com/snowboard-reviews/stone-topo-2020-snowboard-review,None,Alternative Freeride,Advanced - Expert,8-10,Poland,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Great,Great,Great,Great,Good,Poor,Average,Poor,Good,['2020'],mens,xL11aupvmEPi3nEOlyyjoNyBmCo=,"{'xL11aupvmEPi3nEOlyyjoNyBmCo=': 0.0, 'UQzAK+do7r9Djw0m86HHacw3uac=': 0.11764705882352941, 'TAyW3zstxuxEQwSwqUH7ne4JLGI=': 0.2222222222222222, 'ZACVjCBNwkhtryb5RieUiGVrmYs=': 0.2222222222222222, 'h0/GmTP33QH9TLHk6Rx6UKPOL8Q=': 0.2222222222222222, '9MoLgl9D2R3OyuVcNLTWsNnCOPA=': 0.2222222222222222, '3bzYwGKf8/nR2c42nk2hOSnFmFU=': 0.2222222222222222, 'Dp0Uce6LGuBgeGLEMZdgXhJyoDU=': 0.2222222222222222, 'pezWZf8Rct2yY6f5JShKX7yu2mo=': 0.2222222222222222, 'vyqJS+sM6x2avNeKZCtTt6aTMlA=': 0.3157894736842105}"
United Shapes Deep Reach,https://thegoodride.com/snowboard-reviews/united-shapes-deep-reach-snowboard-review,Pretty Good,Alternative Freeride,Advanced - Expert,8-10,None,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Great,Great,Great,Good,Good,Average,Average,Average,Average,[],mens,SQtAILCmwKeoQPKxr6yI6M3/Fkg=,"{'SQtAILCmwKeoQPKxr6yI6M3/Fkg=': 0.0, 'AFSa7MwyfgdlgldRqv7S9FUBRGc=': 0.2222222222222222, 'dkMJQNsVtIDS+UAF+tOqCXTITRc=': 0.3157894736842105, '21h3OL+bggURsCln/CvOpMPk2ac=': 0.3157894736842105, 'UQzAK+do7r9Djw0m86HHacw3uac=': 0.3157894736842105, 'GA/r9MzGFS1QwsXvWrg1bb/rBr8=': 0.3157894736842105, '3/WHx27LImrvqrTFc3abn+55PB8=': 0.3157894736842105, 'pXa61r25UbhVOcagNeswbUS2FIs=': 0.3157894736842105, '4IMRB49/t0dEG1HnW721qRUQ2pM=': 0.3157894736842105, 'XrPMr7wBaWzwMQVC2YlqVTwcEjA=': 0.4}"
United Shapes Orbit,https://thegoodride.com/snowboard-reviews/united-shapes-orbit-snowboard-review,Liked it!,Alternative Freeride,Advanced - Expert,8-10,None,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Great,Excellent,Excellent,Great,Average,Poor,Good,Poor,Average,[],mens,xyg+nNM8hGTKJOlem78v9snLCXI=,"{'xyg+nNM8hGTKJOlem78v9snLCXI=': 0.0, 'lBlZJUv2aelcHUG/cz6mf3V5iJg=': 0.11764705882352941, 'm7O2+xs1TOG/18d07Zbk+t2NgOc=': 0.11764705882352941, 'FyXJOsOy6nm3IKqskfW0mVXX6i8=': 0.3157894736842105, '3bzYwGKf8/nR2c42nk2hOSnFmFU=': 0.3157894736842105, 'TAyW3zstxuxEQwSwqUH7ne4JLGI=': 0.4, '1cw8d4J2ha3lsnicRCpuvk8SnBI=': 0.4, 'mzRpK7NNgBYZMx6EhSpe2bN8VsI=': 0.4, 'tfGmbKYKnB5QB6dvSPrkZPHTobY=': 0.4, 'DYZYX1Tf7Q7mFkvjTIOSFY/u7E8=': 0.4}"
United Shapes Pioneer,https://thegoodride.com/snowboard-reviews/united-shapes-pioneer-2018-snowboard-review,Liked it!,Alternative Freeride,Advanced - Expert,"8-10, 10-12",China,Tapered Directional,Directional Camber,Setback -20mm,Feels Normal,Great,Great,Great,Good,Great,Average,Good,Average,Good,['2018'],mens,e+fNaAgEjvW1VOk8EjwmzmD3IfM=,"{'e+fNaAgEjvW1VOk8EjwmzmD3IfM=': 0.0, 'XrPMr7wBaWzwMQVC2YlqVTwcEjA=': 0.2222222222222222, '3RQHnfxz+wL4oAcFr5UUaz8JiGA=': 0.2222222222222222, 'xrRbV3VRAOSdOAEYUTkghaXR6o4=': 0.2222222222222222, 'e0ZZckm0F+Sr0QcOPh2yZ4ttDoQ=': 0.2222222222222222, 'AFSa7MwyfgdlgldRqv7S9FUBRGc=': 0.2222222222222222, 'dkMJQNsVtIDS+UAF+tOqCXTITRc=': 0.3157894736842105, 'lxRBhjg9D0fYo14UqJxqb0EOjgA=': 0.3157894736842105, 'mT5hY/g23iFTfYPn/sinJmXgGyY=': 0.3157894736842105, 'bABjtniYHBsQKyxf6jr3E1ksVRA=': 0.3157894736842105}"
Venture Storm,https://thegoodride.com/snowboard-reviews/venture-storm-2011-2018-snowboard-review,Liked it!,Freeride,Advanced - Expert,"8-10, 10-12, > 12",USA by Venture,Tapered Directional,Flat to Rocker,Setback over 20mm,Feels Normal,Excellent,Good,Good,Great,Good,Average,Average,Poor,Poor,"['2011', '2018']",mens,d8GYV999rNLEt1C+2JdIT3VHOoY=,"{'d8GYV999rNLEt1C+2JdIT3VHOoY=': 0.0, 'huzThybefTV44S7MHYcFB3mssX0=': 0.3157894736842105, 'F+hIbLh4Ex8Zn7eL+kRtCwSKJCM=': 0.4, '3LJ7OXBDCCv1Lm73J2LPOA+0RH0=': 0.4, '6hjMIVMXo/t6CjHHklCHwc3SHzs=': 0.47619047619047616, 'DYZYX1Tf7Q7mFkvjTIOSFY/u7E8=': 0.47619047619047616, 'gpeCY4HHpYuYrUtnihJvme2ryp0=': 0.47619047619047616, '7A7jenx1sPiMInSXC+fPhj9O4Sk=': 0.47619047619047616, 'hcWop2Sl9lSsu70uzJwY3dP/qx8=': 0.47619047619047616, 'ZoxKDYg0Yqfxb47hHyF4NDchY1Y=': 0.47619047619047616}"
Venture Zelix,https://thegoodride.com/snowboard-reviews/venture-zelix-2014-2018-snowboard-review,Liked it!,All Mountain,Intermediate - Expert,"8-10, 10-12, > 12",USA by Venture,Tapered Directional,Flat to Rocker,Setback -20mm,Feels Light,Good,Good,Average,Good,Good,Good,Good,Average,Good,"['2014', '2018']",mens,qTUA61DKKWqVXPCMIaJY74rQRzQ=,"{'qTUA61DKKWqVXPCMIaJY74rQRzQ=': 0.0, 'Ppyx4BEaxize5CNHeJdz0eYTxhk=': 0.4, 'I3sXCBPIZVbAglGAoc+h8LnuYnU=': 0.4, 'CPaKnTYTYl4XFGH3siwJF/Wt97s=': 0.4, '9NiePLcOKhASrNMG1t96Y5kdHqI=': 0.47619047619047616, 'dmyWRxJTYaTXeZXrA43GHH3COEE=': 0.47619047619047616, 'VuPUoEvPEXJGzOaUtbvm/inbPOw=': 0.47619047619047616, 'MfhEHMdr2IXxR6TK9ptRQOHlWxw=': 0.47619047619047616, 'S8gropbuB7uQlQw/PrXyvWcTOJc=': 0.5454545454545454, 'ly4SMvUll38oGbFwT+XlowGhIos=': 0.5454545454545454}"
Weston Backwoods,https://thegoodride.com/snowboard-reviews/weston-backwoods-2020-snowboard-review,None,Freeride,Advanced - Expert,"8-10, 10-12",China,Tapered Directional,Directional Camber,Setback -10mm,Feels Normal,Great,Great,Great,Great,Good,Average,Good,Poor,Good,['2020'],mens,9UnnGPLv24lVgPK8BtDpTHvntsc=,"{'9UnnGPLv24lVgPK8BtDpTHvntsc=': 0.0, 'j89ilKmtGI3C/pj56MKWvLnulmc=': 0.2222222222222222, 'mT5hY/g23iFTfYPn/sinJmXgGyY=': 0.2222222222222222, 'IGWS3GAVSYC6QPSJWwj04JCs24Y=': 0.3157894736842105, 'dkMJQNsVtIDS+UAF+tOqCXTITRc=': 0.3157894736842105, 'Zi8UR3uC0CShtAq1bv5LOOSzc1k=': 0.3157894736842105, '1cw8d4J2ha3lsnicRCpuvk8SnBI=': 0.3157894736842105, 'Tz0hpii0y7jIbqMsM+55QlXkFjg=': 0.3157894736842105, 'h0/GmTP33QH9TLHk6Rx6UKPOL8Q=': 0.3157894736842105, 'bPzc+fIc1gzC68JLcK9LkqSJX2Y=': 0.3157894736842105}"
Weston Logger,https://thegoodride.com/snowboard-reviews/weston-logger-2020-snowboard-review,None,Freestyle,Beginner - Expert,"8-10, 10-12",China,True Twin,Flat to Rocker,Centered,Feels Normal,Average,Average,Average,Average,Average,Great,Good,Great,Good,['2020'],mens,AODzaWIxNnNzm08nkBX8WkY1aSQ=,"{'AODzaWIxNnNzm08nkBX8WkY1aSQ=': 0.0, 'hENLDlugfX680aMndCTcOI9FMLo=': 0.11764705882352941, 'M+4V+qiTazoV2dT73dcjUdM9RIU=': 0.2222222222222222, 'WdfFXZW/dvMLdhtMZs3ihVDCRHI=': 0.3157894736842105, 'iXQVgtzgYwua4DOoWcVodZmquqY=': 0.3157894736842105, 'tR2hGUScuddcUqCseJPrT4monbo=': 0.3157894736842105, 'j6DkbuYnWDwEwDwQ2BeMHg2J4jw=': 0.3157894736842105, 'd7Ns9BfzvsKaRA27wvay47wzQHU=': 0.4, 'eMXV8eUwRif+G7uROIc1hj0FonE=': 0.4, 'd9GzgOAzChkCBuOuZFHxHrHN77U=': 0.4}"
Weston Range,https://thegoodride.com/snowboard-reviews/weston-range-2020-snowboard-review,None,All Mountain,Advanced - Expert,"8-10, 10-12, > 12",China,Directional Twin,Hybrid Camber,Setback -20mm,Feels Normal,Good,Great,Great,Great,Good,Great,Great,Average,Good,['2020'],mens,hkyr6Px/mhAMELBQNS/Vn/D6q7c=,"{'hkyr6Px/mhAMELBQNS/Vn/D6q7c=': 0.0, 'E4tUzRt/rudKtSRbjLEdtyzuZ+k=': 0.2222222222222222, '3CW9TTqpy7zqLJ9BrXQClPA7PPU=': 0.4, 'X5VwiII0xXn75VZTMIF349GtiI8=': 0.4, 'IMWX7uJpHco1n3crL0FknFkPsMU=': 0.4, 'MjFlpi2LsAH/DOEg9hcO48jj9MA=': 0.4, 'zukeWNlT8pcKRCQPLE11iF42PPk=': 0.4, 'JPb5BUTHBH0TorRFzHgFQOLbfHQ=': 0.4, 'GjwGvtwtV7WDbtT0vzuew9PyNEs=': 0.4, 'SsoQG/u9uFqaVuJU1Ez5IPjf090=': 0.4}"
YES 2020,https://thegoodride.com/snowboard-reviews/yes-2020-2016-2019-snowboard-review,Liked it!,Powder,Advanced - Expert,"8-10, 10-12",Dubai by SWS,True Twin,Hybrid Camber,Centered,Feels Normal,Great,Average,Good,Good,Good,Great,Good,Average,Average,"['2020', '2016', '2019']",mens,g7QUc9azHeq2J3A0UuYH9T4W28c=,"{'g7QUc9azHeq2J3A0UuYH9T4W28c=': 0.0, 'HgmpfNlI3puDjTh/DKC4Uf4rM2k=': 0.4, 'enER4jOC5EQHwRG5GcJYcthRmho=': 0.4, 'Wc5Ag0UaRKZMFKwkhqkZx8yzORY=': 0.47619047619047616, 'lYvistd8JAposO5TB+ZEKthaPkQ=': 0.47619047619047616, 'pcQjfBFdQmn6Aqep1PKrAJ8tpZY=': 0.5454545454545454, '0GRpPy8z/Yo1BEO5BSvPAjdQyfU=': 0.5454545454545454, 'C/Epov/2U7hWKhhrdla5nq9sga8=': 0.5454545454545454, 'sqphjI2avWlwoQUbeuZd0s8TX64=': 0.5454545454545454, 'Nq7CssPsjNqSOtqwLxlY5768gW0=': 0.5454545454545454}"
YES 420,https://thegoodride.com/snowboard-reviews/yes-420-2013-2021-snowboard-review,Pretty Good,Powder,Advanced - Expert,"8-10, 10-12, > 12",Dubai by SWS,Tapered Directional,Hybrid Camber,Setback -15mm,Feels Normal,Excellent,Good,Good,Good,Good,Average,Average,Average,Poor,"['2013', '2021']",mens,ZoxKDYg0Yqfxb47hHyF4NDchY1Y=,"{'ZoxKDYg0Yqfxb47hHyF4NDchY1Y=': 0.0, 'O2gw9XX9875zfYtki+7nvf0334U=': 0.47619047619047616, 'd8GYV999rNLEt1C+2JdIT3VHOoY=': 0.47619047619047616, 'Am4i2PYDlBXwefCGMcmqy+c4m18=': 0.5454545454545454, 'F+hIbLh4Ex8Zn7eL+kRtCwSKJCM=': 0.5454545454545454, 'vH+R6wAv0lMPpFMr5Z5xDjemTKI=': 0.5454545454545454, 'huzThybefTV44S7MHYcFB3mssX0=': 0.5454545454545454, 'JaiZ2+WPbtvms0Uj2L/Rfz/LeUM=': 0.5454545454545454, 'f/6LKzq7/FSK3bJt3pUEUhoYCwI=': 0.5454545454545454, 'lyjkzKBWPzM50bOqoEmGxk79VwM=': 0.5454545454545454}"
