board_name,url,Overall Rating,Riding Style,Riding Level,Fits Boot size (US),Manufactured in,Shape,Camber Profile,Stance,Approx. Weight,Powder,Turning Experience,Carving,Speed,Uneven Terrain,Switch,Jumps,Jibbing,Pipe,year,gender,id,similar_boards
Yes 420 Powder Hull,https://thegoodride.com/snowboard-reviews/yes-420-powder-hull-2017-2020-snowboard-review,Liked it!,Alternative Freeride,Intermediate - Expert,"8-10, 10-12",Dubai by SWS,Tapered Directional,Hybrid Camber,Setback -15mm,Feels Normal,Great,Good,Good,Good,Average,Average,Good,Poor,Average,"['2017', '2020']",mens,RrTN3ZSYnRs8wLwzWlZ1sfUXoMs=,"{'RrTN3ZSYnRs8wLwzWlZ1sfUXoMs=': 0.0, 'YwV3PMhQRx3mctHcIW1D6gEHol4=': 0.3157894736842105, 'ger9wnbrEDRRDY8OUFyNHD2C9PM=': 0.3157894736842105, 'awHcnpkgTcbE6aNiLIZiCO+Z+1w=': 0.3157894736842105, 'S1afr5cqKs5l1/pun6LciSqapqM=': 0.3157894736842105, 'jwgNKKwU0qTGLPNuW3c+Z4h6PwU=': 0.4, '5qaf3lE7bu8BsiLk6mvCxN76uNU=': 0.47619047619047616, 'M4H3v8xqHSIcHzU1gsUZW4I/iCk=': 0.47619047619047616, 'Bu/kkVSnq/IrJnW9joF9kvrKeC4=': 0.47619047619047616, 'X0lfxCrvrVJRtoKkS/fu+Yz/Vi0=': 0.47619047619047616}"
YES Basic,https://thegoodride.com/snowboard-reviews/yes-basic-2010-2020-snowboard-review,None,Freestyle,Beginner - Expert,"< 8, 8-10, 10-12",SWS in Dubai,True Twin,Hybrid Camber,Centered,Feels Normal,Average,Average,Average,Good,Great,Great,Good,Good,Great,"['2010', '2020']",mens,rl9S6Elf3Lyktw7nSD7ys7K6nyY=,"{'rl9S6Elf3Lyktw7nSD7ys7K6nyY=': 0.0, 'tR2hGUScuddcUqCseJPrT4monbo=': 0.2222222222222222, 'UG9POLHOQBLhZQBEFCDw3a8uhtk=': 0.3157894736842105, 'fFczyzkgviWe5YRFFWSGnQN4h9w=': 0.3157894736842105, 'DQ5Hyml7QgS1m6xu5rMrcA271kU=': 0.3157894736842105, 'SH3E1oQM/TEH3Igi7iKCWf1Yf0w=': 0.3157894736842105, 'NCCyWDLoJTUvt4U2vQcvG/O1cxA=': 0.4, 'O1bnxVvdhZCYgPtQQbIFFBnS22E=': 0.4, 'QDg+4D6NLKH7YVEqwyCMg6e3+NU=': 0.4, 'JJWw+G295Jx+2jl6io2TKC1l0kQ=': 0.4}"
YES Basic Decade,https://thegoodride.com/snowboard-reviews/yes-basic-decade-2019-snowboard-review,Loved it!,All Mountain,Intermediate - Expert,"8-10, 10-12",Dubai by SWS,True Twin,Hybrid Camber,Centered,Feels Light,Good,Good,Good,Good,Average,Great,Great,Average,Great,['2019'],mens,ncHVrlZWiMJSRKmPEigmmR/YAfc=,"{'ncHVrlZWiMJSRKmPEigmmR/YAfc=': 0.0, 'zUh8BINyZrwtJpcLzny5T20/cRg=': 0.3157894736842105, 'Cy/4or441HikhFVH+6n/7095nxE=': 0.4, '5fJ8dsqEZsXLLIEMfyjSngx1xNk=': 0.4, 'CfK/Qd0HgeFTWTv7myngp6PknbE=': 0.4, 'wwXpIuiN1tgnuE+mwlEUD0NlYaA=': 0.47619047619047616, 'XnRiixQ6aEAW6yWBy/ZzC/7hjQI=': 0.47619047619047616, '9NiePLcOKhASrNMG1t96Y5kdHqI=': 0.47619047619047616, 'GjwGvtwtV7WDbtT0vzuew9PyNEs=': 0.47619047619047616, 'JgycHeT6noo+jRdqa+nSZJ7Zp+Y=': 0.47619047619047616}"
YES Ghost,https://thegoodride.com/snowboard-reviews/yes-ghost-2011-2020-snowboard-review,None,All Mountain,Advanced - Expert,"8-10, 10-12, > 12",Dubai by SWS,Directional Twin,Hybrid Camber,Centered,Feels Normal,Good,Great,Great,Great,Good,Great,Great,Average,Great,"['2011', '2020']",mens,E4tUzRt/rudKtSRbjLEdtyzuZ+k=,"{'E4tUzRt/rudKtSRbjLEdtyzuZ+k=': 0.0, 'IMWX7uJpHco1n3crL0FknFkPsMU=': 0.2222222222222222, 'MjFlpi2LsAH/DOEg9hcO48jj9MA=': 0.2222222222222222, 'JYn7vUzApkHB6QRgLYfn46CYFvc=': 0.2222222222222222, 'hkyr6Px/mhAMELBQNS/Vn/D6q7c=': 0.2222222222222222, '3CW9TTqpy7zqLJ9BrXQClPA7PPU=': 0.3157894736842105, '+cQrHQMjaWg6AOGFQMMXjCgSOaM=': 0.3157894736842105, 'fAV60+ExoMQ5RuBJvsOBc0km0mg=': 0.3157894736842105, 'TghKQn1lghm4zzyndp1iVi4orzY=': 0.3157894736842105, 'ednR/a8MwvVQu7Vixm6xWueSZtA=': 0.3157894736842105}"
Yes Globe NSB,https://thegoodride.com/snowboard-reviews/yes-globe-nsb-2020-snowboard-review,None,All Mountain,Intermediate - Expert,8-10,Dubai by SWS,Directional Twin,Hybrid Camber,Centered,Feels Normal,Good,Good,Good,Great,Great,Great,Great,Average,Great,['2020'],mens,CfK/Qd0HgeFTWTv7myngp6PknbE=,"{'CfK/Qd0HgeFTWTv7myngp6PknbE=': 0.0, 'IMWX7uJpHco1n3crL0FknFkPsMU=': 0.2222222222222222, 'MjFlpi2LsAH/DOEg9hcO48jj9MA=': 0.2222222222222222, 'zukeWNlT8pcKRCQPLE11iF42PPk=': 0.2222222222222222, 'GjwGvtwtV7WDbtT0vzuew9PyNEs=': 0.2222222222222222, 'TghKQn1lghm4zzyndp1iVi4orzY=': 0.3157894736842105, 'zUh8BINyZrwtJpcLzny5T20/cRg=': 0.3157894736842105, 'JYn7vUzApkHB6QRgLYfn46CYFvc=': 0.4, 'ehMM5rj2yTEZ+1XHZCprE7/RYVc=': 0.4, 'CIHPCf9KDd9v0XpVsXsv+mlf1CE=': 0.4}"
YES Greats,https://thegoodride.com/snowboard-reviews/yes-greats-2011-2020-snowboard-review,Loved it!,All Mountain Freestyle,Beginner - Expert,"8-10, 10-12",Dubai by SWS,Asymmetrical Twin,Hybrid Camber,Centered,Feels Normal,Average,Good,Good,Good,Great,Excellent,Great,Good,Great,"['2011', '2020']",mens,/HAU8qfWgDTUxpsDw0tHbL4eoW4=,"{'/HAU8qfWgDTUxpsDw0tHbL4eoW4=': 0.0, 'sV0DgErsicZ3AWIPQz9JAHQ0Z4Y=': 0.2222222222222222, 'QwRWJj0k9OYBi4Z5FShnkgbQw4Q=': 0.3157894736842105, 'aP7bW02uGKVhiawAw7u7zgLrNIc=': 0.3157894736842105, 'g5Mm3ZDQ2YukubAocxDSmy+K4xQ=': 0.3157894736842105, 'XnRiixQ6aEAW6yWBy/ZzC/7hjQI=': 0.4, 'F51mJP4w8PrfKuOmQnyxWUZp96Q=': 0.4, 'cFjsOaF3xJA0qgAOSLcvkpcbKBM=': 0.4, 'Oe0c7vhxRva6RdmuAA+6R6yROA4=': 0.4, 'ABln8DhZ3EE+Guu8ogb64OZKaCE=': 0.4}"
YES Hybrid,https://thegoodride.com/snowboard-reviews/yes-hybrid-2020-2021-snowboard-review,None,Alternative Freeride,Intermediate - Expert,"8-10, 10-12, > 12",Dubai by SWS,Tapered Directional,Hybrid Camber,Setback over 20mm,Feels Normal,Great,Great,Great,Great,Good,Average,Good,Average,Average,"['2020', '2021']",mens,sOv8I0rdjbPnU7xUKTdrEjF6P+s=,"{'sOv8I0rdjbPnU7xUKTdrEjF6P+s=': 0.0, 'jQOFkq0kJNwr54yoyWAh40HEDO0=': 0.2222222222222222, 'EXNn8EDeuRe9KXqbgCjTzjLAZoM=': 0.3157894736842105, 'eoL4LQPiOKCaKYmF6FL5P5x4wak=': 0.3157894736842105, 'XrPMr7wBaWzwMQVC2YlqVTwcEjA=': 0.4, '22Bg4mVNfFAH7TqPNuy85HvYhKk=': 0.4, 'AFSa7MwyfgdlgldRqv7S9FUBRGc=': 0.4, '/Z74Kx5g7VPtGM9Wr1O1V9dfzR4=': 0.4, 'PNYQoZnOak15cZEOtJD1QLiCZkM=': 0.4, 'SQtAILCmwKeoQPKxr6yI6M3/Fkg=': 0.4}"
YES Jackpot,https://thegoodride.com/snowboard-reviews/yes-jackpot-2012-2020-snowboard-review,None,Freestyle,Beginner - Expert,8-10,Dubai by SWS,True Twin,Hybrid Camber,Centered,Feels Normal,Average,Average,Average,Average,Great,Great,Good,Great,Great,"['2012', '2020']",mens,tR2hGUScuddcUqCseJPrT4monbo=,"{'tR2hGUScuddcUqCseJPrT4monbo=': 0.0, 'iXQVgtzgYwua4DOoWcVodZmquqY=': 0.2222222222222222, 'rl9S6Elf3Lyktw7nSD7ys7K6nyY=': 0.2222222222222222, 'WdfFXZW/dvMLdhtMZs3ihVDCRHI=': 0.3157894736842105, 'hENLDlugfX680aMndCTcOI9FMLo=': 0.3157894736842105, 'AODzaWIxNnNzm08nkBX8WkY1aSQ=': 0.3157894736842105, 'NCCyWDLoJTUvt4U2vQcvG/O1cxA=': 0.4, 'eMXV8eUwRif+G7uROIc1hj0FonE=': 0.4, 'n6MJn177Q2bksNDgCkrBJcOmmoA=': 0.4, 'M+4V+qiTazoV2dT73dcjUdM9RIU=': 0.4}"
Yes Libre,https://thegoodride.com/snowboard-reviews/yes-libre-2018-2020-snowboard-review,Liked it!,All Mountain Freestyle,Beginner - Expert,"8-10, 10-12",Dubai by SWS,Directional Twin,Hybrid Camber,Setback -5mm,Feels Normal,Average,Good,Good,Good,Great,Great,Great,Good,Good,"['2018', '2020']",mens,Obt6mh96U+x3H997peg17RIc/5s=,"{'Obt6mh96U+x3H997peg17RIc/5s=': 0.0, 'YUH4AtV8qbYAF7otBh5lzjQ1i/I=': 0.2222222222222222, 'QqkUxsaxwIlvqdyGKozMXQ5TfxI=': 0.4, '3wy8ceDriOBB6cJ2MYJNdlqoAd0=': 0.4, 'EAjDiufICgYq0QWm9evlHyQV65A=': 0.4, 'QwRWJj0k9OYBi4Z5FShnkgbQw4Q=': 0.4, 'Oe0c7vhxRva6RdmuAA+6R6yROA4=': 0.4, 'aP7bW02uGKVhiawAw7u7zgLrNIc=': 0.4, 'sV0DgErsicZ3AWIPQz9JAHQ0Z4Y=': 0.4, '/HAU8qfWgDTUxpsDw0tHbL4eoW4=': 0.4}"
YES Optimistic,https://thegoodride.com/snowboard-reviews/yes-optimistic-2011-2020-snowboard-review,Loved it!,Alternative Freeride,Advanced - Expert,"8-10, 10-12",Dubai by SWS,Tapered Directional,Hybrid Camber,Centered,Feels Normal,Great,Excellent,Excellent,Good,Average,Average,Good,Poor,Average,"['2011', '2020']",mens,jwgNKKwU0qTGLPNuW3c+Z4h6PwU=,"{'jwgNKKwU0qTGLPNuW3c+Z4h6PwU=': 0.0, 'mzRpK7NNgBYZMx6EhSpe2bN8VsI=': 0.4, 'm7O2+xs1TOG/18d07Zbk+t2NgOc=': 0.4, 'xyg+nNM8hGTKJOlem78v9snLCXI=': 0.4, 'RrTN3ZSYnRs8wLwzWlZ1sfUXoMs=': 0.4, '22Bg4mVNfFAH7TqPNuy85HvYhKk=': 0.47619047619047616, 'ger9wnbrEDRRDY8OUFyNHD2C9PM=': 0.47619047619047616, 'wTRPsa1ga04jK4EwpwtB1f6OxUY=': 0.47619047619047616, 'lBlZJUv2aelcHUG/cz6mf3V5iJg=': 0.47619047619047616, 'FCAIQno4y+tqmy9MDbjG5o/h2Rc=': 0.47619047619047616}"
YES Pick Your Line,https://thegoodride.com/snowboard-reviews/yes-pick-your-line-2012-2020-snowboard-review,Loved it!,Freeride,Intermediate - Expert,"8-10, 10-12",Dubai by SWS,Tapered Directional,Hybrid Camber,Setback -10mm,Feels Normal,Great,Good,Good,Great,Great,Average,Good,Poor,Good,"['2012', '2020']",mens,YjIt28ENY2jhLrBKR0wyNrEVwLo=,"{'YjIt28ENY2jhLrBKR0wyNrEVwLo=': 0.0, 'o7HXMjZgpFbvAlO0FtiLk8OtrRY=': 0.11764705882352941, '3LJ7OXBDCCv1Lm73J2LPOA+0RH0=': 0.3157894736842105, 'X0lfxCrvrVJRtoKkS/fu+Yz/Vi0=': 0.4, 'ger9wnbrEDRRDY8OUFyNHD2C9PM=': 0.4, 'rnAklWsA9vaWVCkwKn5F/mCTGWc=': 0.4, 'IGWS3GAVSYC6QPSJWwj04JCs24Y=': 0.47619047619047616, 'YwV3PMhQRx3mctHcIW1D6gEHol4=': 0.47619047619047616, 'Tz0hpii0y7jIbqMsM+55QlXkFjg=': 0.47619047619047616, 'gpeCY4HHpYuYrUtnihJvme2ryp0=': 0.47619047619047616}"
YES PRO20,https://thegoodride.com/snowboard-reviews/yes-pro20-2021-snowboard-review,None,Alternative Freeride,Advanced - Expert,"8-10, 10-12, > 12",Dubai by SWS,Tapered Directional,Hybrid Camber,Setback -15mm,Feels Normal,Excellent,Great,Great,Great,Good,Average,Good,Poor,Poor,['2021'],mens,lyjkzKBWPzM50bOqoEmGxk79VwM=,"{'lyjkzKBWPzM50bOqoEmGxk79VwM=': 0.0, 'IuYB7oGEo6lbSn7GSSBbTaMJixk=': 0.3157894736842105, '22Bg4mVNfFAH7TqPNuy85HvYhKk=': 0.4, 'EXNn8EDeuRe9KXqbgCjTzjLAZoM=': 0.4, 'M6G5+obNK516REVynt4ThmSRTis=': 0.4, 'uUX7xN3iVQv0yBAXvNzvzAiiaNw=': 0.4, 'mT5hY/g23iFTfYPn/sinJmXgGyY=': 0.4, '/Z74Kx5g7VPtGM9Wr1O1V9dfzR4=': 0.4, 'QhcuswUxH33rf5I1ClysWFhzZuo=': 0.47619047619047616, 'bfTDc0OjVMWAt3xMu6R+suoPIn0=': 0.47619047619047616}"
YES Standard,https://thegoodride.com/snowboard-reviews/yes-standard-2015-2020-snowboard-review,Liked it!,All Mountain,Intermediate - Expert,"8-10, 10-12, > 12",Dubai by SWS,Directional Twin,Hybrid Camber,Setback over 20mm,Feels Normal,Good,Good,Good,Good,Great,Great,Good,Good,Good,"['2015', '2020']",mens,zC2+tj0Wr2wq2ALKEAMQ4xCv8UM=,"{'zC2+tj0Wr2wq2ALKEAMQ4xCv8UM=': 0.0, 'ehMM5rj2yTEZ+1XHZCprE7/RYVc=': 0.2222222222222222, '7nECpTy2z7sAURt3Qm6rhe/N3cE=': 0.3157894736842105, 'SKbpzdQata6qen2uMtsF/h0Jza4=': 0.3157894736842105, 'sgmMONa/eoanpq/v06XHmP7rUa4=': 0.3157894736842105, 'eRpl8gHjVdBBG4RwBi48VtaI3xI=': 0.3157894736842105, '0gcpV5tMUxTkBmflkt1fMe7XHto=': 0.4, '3wy8ceDriOBB6cJ2MYJNdlqoAd0=': 0.4, 'E3qKd5CZmu+SgrF6oXmc7BE233w=': 0.4, 'I3sXCBPIZVbAglGAoc+h8LnuYnU=': 0.4}"
Yes The Y,https://thegoodride.com/snowboard-reviews/yes-the-y-2020-snowboard-review,None,Alternative Freeride,Advanced - Expert,"8-10, 10-12, > 12",Dubai by SWS,Tapered Directional,Hybrid Camber,Centered,Feels Normal,Great,Great,Great,Great,Average,Poor,Average,Poor,Average,['2020'],mens,iOpe05dpp9n349dC50gz35GlRQk=,"{'iOpe05dpp9n349dC50gz35GlRQk=': 0.0, 'lIttRA3r99W6bauqoD8AzxF5NY0=': 0.2222222222222222, '+o7hxqAh4MGAAEj/020+dY+E5Lo=': 0.2222222222222222, '3bzYwGKf8/nR2c42nk2hOSnFmFU=': 0.2222222222222222, 'TAyW3zstxuxEQwSwqUH7ne4JLGI=': 0.3157894736842105, 'rXe40yyjY/tzmN3Z+580OqA8Nbk=': 0.3157894736842105, 'IDPZI1u2xmNMLAbMc/0mVK3D6pQ=': 0.3157894736842105, 'mz0WjKXDoTwe2cAETFH6ngvI7KQ=': 0.3157894736842105, 'YvSfS42ig/UpP3tGmNi5xcZN1iA=': 0.3157894736842105, 'vyqJS+sM6x2avNeKZCtTt6aTMlA=': 0.4}"
YES Typo,https://thegoodride.com/snowboard-reviews/yes-typo-2016-2020-snowboard-review,None,All Mountain,Beginner - Expert,"8-10, 10-12",Dubai by SWS,Directional Twin,Hybrid Camber,Setback -5mm,Feels Normal,Average,Good,Good,Good,Great,Great,Great,Good,Great,"['2016', '2020']",mens,YUH4AtV8qbYAF7otBh5lzjQ1i/I=,"{'YUH4AtV8qbYAF7otBh5lzjQ1i/I=': 0.0, 'Obt6mh96U+x3H997peg17RIc/5s=': 0.2222222222222222, '3wy8ceDriOBB6cJ2MYJNdlqoAd0=': 0.4, 'xaSRAKfVLWohlA5IE9xtzF2wX+E=': 0.4, 'QwRWJj0k9OYBi4Z5FShnkgbQw4Q=': 0.4, 'Oe0c7vhxRva6RdmuAA+6R6yROA4=': 0.4, 'aP7bW02uGKVhiawAw7u7zgLrNIc=': 0.4, 'ehMM5rj2yTEZ+1XHZCprE7/RYVc=': 0.4, '/HAU8qfWgDTUxpsDw0tHbL4eoW4=': 0.4, 'g5Mm3ZDQ2YukubAocxDSmy+K4xQ=': 0.4}"
Alloy Pandora,https://thegoodride.com/snowboard-reviews/alloy-pandora-women's-2019-snowboard-review,None,All Mountain Freestyle,Expert,Women's,Tunisia by Nidecker,Directional Twin,Traditional Camber,Centered,Feels Normal,Poor,Great,Excellent,Great,Good,Great,Excellent,Average,Excellent,['2019'],womens,ug57aie0O3p+nDU4+tK8jaF3v/Y=,"{'ug57aie0O3p+nDU4+tK8jaF3v/Y=': 0.0, 'd4sYJ4Ax+GPiNkDLNT9o8tsZAP8=': 0.3157894736842105, '+9Sg5G0+fCur6Q6OABo5/5XUaqI=': 0.47619047619047616, '8OIQOEo7A2jhdf3nIOf1iNtXRoY=': 0.47619047619047616, 'U0gwRtiUFvOHOnuGZFqPdTb/DNM=': 0.47619047619047616, '3CW9TTqpy7zqLJ9BrXQClPA7PPU=': 0.6086956521739131, 'SRC+4Wjo+l1DZ4hWHeOp0nVer5k=': 0.6086956521739131, 'loVDio1ZwN6xBVNwA7G3cGVI0wk=': 0.6086956521739131, '33sNjGKEAN/rqxr9uU1zBaNNkWA=': 0.6086956521739131, 'Td4mfJpK7uPjFx+395DLsT2rFDQ=': 0.6086956521739131}"
Arbor Ethos,https://thegoodride.com/snowboard-reviews/arbor-ethos-2021-snowboard-review,Liked it!,All Mountain Freestyle,Beginner - Intermediate,"Women's, < 8, 8-10",Dubai by SWS,Directional Twin,Continuous Rocker,Setback -5mm,Feels Normal,Good,Good,Poor,Average,Good,Great,Good,Great,Average,['2021'],womens,qD9B3xxTvWoz9qQVaRzBjclTc6Y=,"{'qD9B3xxTvWoz9qQVaRzBjclTc6Y=': 0.0, '6lRqA25VCsHd5efJwmYxejB1RMM=': 0.5454545454545454, 'QUqMP3BE45yRzholGAFf2/IaP8o=': 0.6086956521739131, 'Y/lkp6t04PshdTceYr7vbIv+lQc=': 0.6086956521739131, 'WsGuKLLKPriPo9Ly2iu7cxZdZL0=': 0.6666666666666666, '0gcpV5tMUxTkBmflkt1fMe7XHto=': 0.6666666666666666, 'n6MJn177Q2bksNDgCkrBJcOmmoA=': 0.6666666666666666, 'sgmMONa/eoanpq/v06XHmP7rUa4=': 0.6666666666666666, 'fe1D67zhEzzx8QO1dJQTXFOCFKQ=': 0.6666666666666666, 'lv83xQ1GH+yEVFlbhmrQVleaskQ=': 0.6666666666666666}"
Arbor Poparazzi Camber,https://thegoodride.com/snowboard-reviews/arbor-poparazzi-camber-2021-snowboard-review,Liked it!,All Mountain,Intermediate - Advanced,"Women's, < 8, 8-10",Dubai by SWS,Directional Twin,Traditional Camber,Centered,Feels Normal,Average,Great,Good,Good,Great,Excellent,Great,Good,Great,['2021'],womens,W1OFJ/DT9c2FFeNfr+jvX8CB0Hw=,"{'W1OFJ/DT9c2FFeNfr+jvX8CB0Hw=': 0.0, '3f9dZji+KM/5PAUNBvkc33+dXTM=': 0.47619047619047616, 'LFhn/U+p00v+92FrXjJLsqildh8=': 0.47619047619047616, 'KEi956r2EPS84CodnMSsBNf4SUM=': 0.47619047619047616, '+DTNkDjiMeKlN3w9WuPk2KUwQA4=': 0.47619047619047616, '+JZ0u8vNGcYQ3p3OlrProPOYOp4=': 0.47619047619047616, 'F51mJP4w8PrfKuOmQnyxWUZp96Q=': 0.5454545454545454, 'E448SUm9vZ0OcjaRqY1BkqijZXU=': 0.5454545454545454, 'cFjsOaF3xJA0qgAOSLcvkpcbKBM=': 0.5454545454545454, '/HAU8qfWgDTUxpsDw0tHbL4eoW4=': 0.5454545454545454}"
Arbor Swoon,https://thegoodride.com/snowboard-reviews/arbor-swoon-2011-2018-snowboard-review,Pretty Good,All Mountain Freestyle,Beginner - Expert,Women's,Dubai by SWS,Directional Twin,Continuous Rocker,Centered,Feels Normal,Average,Average,Average,Average,Excellent,Great,Excellent,Good,Good,"['2011', '2018']",womens,BXW8zwQDiv+zfWDSTWaeCy5+4H8=,"{'BXW8zwQDiv+zfWDSTWaeCy5+4H8=': 0.0, 'LVjOY/cS93dg+0X5yGvu4411FMM=': 0.47619047619047616, 'WsGuKLLKPriPo9Ly2iu7cxZdZL0=': 0.47619047619047616, '6BWuEbbJZz5Jqn0iykLN7Sm+ij8=': 0.5454545454545454, 'UG9POLHOQBLhZQBEFCDw3a8uhtk=': 0.6086956521739131, 'fFczyzkgviWe5YRFFWSGnQN4h9w=': 0.6086956521739131, 'QqkUxsaxwIlvqdyGKozMXQ5TfxI=': 0.6086956521739131, 'hENLDlugfX680aMndCTcOI9FMLo=': 0.6086956521739131, '8k24oQxQBdykvT44H9ecvWBnULc=': 0.6086956521739131, 'fpqy6y2wKLvApRXmfHLXNX5NjYY=': 0.6086956521739131}"
Arbor Swoon Camber,https://thegoodride.com/snowboard-reviews/arbor-swoon-camber-snowboard-review-and-buying-advice,Pretty Good,All Mountain Freestyle,Advanced - Expert,Women's,Dubai by SWS,Directional Twin,Mostly Camber,Centered,Feels Normal,Average,Good,Great,Great,Good,Great,Excellent,Good,Great,[],womens,d03qA2ltc6XyZexwLShXkTSrft0=,"{'d03qA2ltc6XyZexwLShXkTSrft0=': 0.0, '+FbeaX6Jo3bC5sDgql1p9ev4qCw=': 0.3157894736842105, '+cQrHQMjaWg6AOGFQMMXjCgSOaM=': 0.4, 'gTD2nkW7hFGijDQGpdUXVlm4bCA=': 0.47619047619047616, 'duEajCQFNupBKVIynAvxgB7gj9Q=': 0.47619047619047616, 'exlnA1evJb+llp923JFkgll/vxc=': 0.47619047619047616, 'p1wtm1RxxGZp9J7h61FSniGMi2E=': 0.47619047619047616, 'oY3w/eW9SW1lNUvvmVxOClxyP5Q=': 0.5454545454545454, 'CFQlF5LP2FlfEYmQMBq7Wz3WUP8=': 0.5454545454545454, 'W6pr2vOiQUdy6g8bPWRElp4LIZM=': 0.5454545454545454}"
Arbor Veda,https://thegoodride.com/snowboard-reviews/arbor-veda-2021-snowboard-review,Liked it!,Freeride,Intermediate - Expert,"Women's, < 8, 8-10, 10-12",Dubai by SWS,Tapered Directional,Traditional Camber,Setback -20mm,Feels Normal,Great,Great,Great,Great,Great,Average,Good,Poor,Good,['2021'],womens,9ml40HeKiNBqyqpuPsXmsoXb46I=,"{'9ml40HeKiNBqyqpuPsXmsoXb46I=': 0.0, '8RT96J1jYuOa1knNNVltNsisdEU=': 0.4, 'fSfpXHPXAdpkdN78E4HL4W5Ghbk=': 0.4, '7UYDFlW+WxU2cQFaiV/gyZUs3jA=': 0.4, 'SovpqpeSmKrW6mhYXC0L8YY4Zhg=': 0.4, 'IGWS3GAVSYC6QPSJWwj04JCs24Y=': 0.47619047619047616, 'Zi8UR3uC0CShtAq1bv5LOOSzc1k=': 0.47619047619047616, 'mT5hY/g23iFTfYPn/sinJmXgGyY=': 0.47619047619047616, 'jQOFkq0kJNwr54yoyWAh40HEDO0=': 0.47619047619047616, '0Lacymg7W9/ru+pSsBqNSaw+mQY=': 0.47619047619047616}"
Arbor Womens Clovis,https://thegoodride.com/snowboard-reviews/arbor-womens-clovis-2021-snowboard-review,Liked it!,Freeride,Intermediate - Expert,"Women's, < 8, 8-10, 10-12",Dubai by SWS,Tapered Directional,Mostly Camber,Centered,Feels Heavy,Good,Great,Good,Great,Great,Average,Good,Average,Good,['2021'],womens,avAre12G8EpIEtu34Nm+DN3rN5o=,"{'avAre12G8EpIEtu34Nm+DN3rN5o=': 0.0, '+76gNyVnBLBdJYe+pAXciVJ+kCk=': 0.3157894736842105, '8RT96J1jYuOa1knNNVltNsisdEU=': 0.47619047619047616, '3+g7DcnW2yYPAFe1xzkUPyqxeFo=': 0.47619047619047616, 'IGWS3GAVSYC6QPSJWwj04JCs24Y=': 0.5454545454545454, 'JmJLq+7Wgaq3HyP0lFS2v+27MV4=': 0.5454545454545454, 'mPuSEoCmVTWHp2tWb2uIB/epda0=': 0.5454545454545454, 'W0mhC7cVQuzNMKGjxznHH0OKr4A=': 0.5454545454545454, 'rnAklWsA9vaWVCkwKn5F/mCTGWc=': 0.5454545454545454, '9ml40HeKiNBqyqpuPsXmsoXb46I=': 0.5454545454545454}"
Burton Day Trader,https://thegoodride.com/snowboard-reviews/burton-day-trader-2014-2019-snowboard-review,Pretty Good,Freeride,Intermediate - Expert,Women's,China,Tapered Directional,Flat to Rocker,Setback over 20mm,Feels Normal,Great,Good,Average,Good,Great,Average,Average,Average,Average,"['2014', '2019']",womens,Ne/pbNhyLxrv6tMf3Kv6WbePB1I=,"{'Ne/pbNhyLxrv6tMf3Kv6WbePB1I=': 0.0, 'p/oB35cjQojH5BXkFW4XUBPaAw0=': 0.3157894736842105, '/Tb8WZ5wAEnjNcbjqBWzbdsxFgA=': 0.4, '0DZitH72iIfMp02ihrZIE9i5490=': 0.4, 'hM01LDEbZy+lKtsXP56sIn+K+kQ=': 0.4, 'vqSfS8hujdXKjjMa/08HjpiheH0=': 0.4, 'Lt7umCqb0nm8gS22Sh/VZvvl8iw=': 0.47619047619047616, '9QWAN2IJuULXB1TJNQW3RDjVHB8=': 0.47619047619047616, 'BMxvz62+spBDKOwyGx+xQDGNty8=': 0.47619047619047616, 'hqFVqFQ3cszKbS+PH6Iq023sT8c=': 0.47619047619047616}"
Burton Deja Vu,https://thegoodride.com/snowboard-reviews/burton-deja-vu-2012-2018-snowboard-review,Pretty Good,All Mountain,Beginner - Advanced,Women's,China,Directional Twin,Hybrid Rocker,Setback -12.5mm,Feels Normal,Good,Average,Average,Good,Great,Great,Great,Good,Average,"['2012', '2018']",womens,4Uoh9Um7Tl8Z2KQc+zRWeKjI+X4=,"{'4Uoh9Um7Tl8Z2KQc+zRWeKjI+X4=': 0.0, 'CuSsH1+7a4nwbP0ENDRBE4pK3W4=': 0.3157894736842105, 'EAGBHNHP1ZXUyWGPgfgwCzIMu0M=': 0.47619047619047616, '1YYflLbbBimJ6qTOg7Hn8Lz9vGA=': 0.47619047619047616, 'WE8C4qwn4zNKjPT7chLmqUqIOBc=': 0.47619047619047616, 'Y/lkp6t04PshdTceYr7vbIv+lQc=': 0.47619047619047616, 'H7+OBPo7CFDDbZfctHmLueJxmhU=': 0.5454545454545454, '/HA46XqDuesFkuA7Gi2t21L9u1s=': 0.5454545454545454, 'ZL3pyHheiUn1lNc45OthR0wdL4o=': 0.5454545454545454, 'mbV8Ogd+xXU7InG6zGoMxVgfETA=': 0.5454545454545454}"
